latitude,longitude
45.49819,9.22691
45.48548,9.2022
45.46477,9.21469
45.48466,9.21589
45.45845,9.21128
45.45484,9.20875
45.44111,9.19158
45.48471,9.19634
45.48492,9.19628
45.45472,9.17699
45.48486,9.19624
45.46614,9.14691
45.45767,9.18433
45.50108,9.19839
45.45624,9.20983
45.45313,9.17338
45.46576,9.15724
45.48351,9.23272
45.48655,9.23339
45.45105,9.20812
45.48382,9.1802
45.45974,9.17111
45.48381,9.1803
45.48255,9.23658
45.46653,9.21314
45.44249,9.13388
45.47847,9.18765
45.48756,9.17091
45.49348,9.18486
45.45783,9.17363
45.45616,9.17745
45.44831,9.18887
45.45988,9.18274
45.47158,9.15725
45.46491,9.17985
45.46799,9.21125
45.47806,9.17618
45.44853,9.20662
45.50893,9.20497
45.47432,9.19334
45.46006,9.17669
45.45216,9.18363
45.48502,9.23407
45.4805,9.19086
45.4482,9.20293
45.44712,9.15215
45.4873,9.2097
45.47871,9.14283
45.45616,9.16997
45.4471,9.17803
45.47848,9.18776
45.48041,9.20455
45.45924,9.19255
45.45988,9.18274
45.47802,9.18298
45.4545,9.16708
45.45739,9.21273
45.4837,9.17321
45.43972,9.21339
45.45217,9.1836
45.4521,9.18227
45.4487,9.20657
45.46772,9.15132
45.48874,9.18912
45.4658,9.19331
45.50636,9.19783
45.45604,9.18443
45.52404,9.19259
45.48413,9.19976
45.46669,9.15779
45.47399,9.21301
45.47074,9.12705
45.50605,9.20012
45.45974,9.17111
45.48569,9.20715
45.44111,9.19158
45.50002,9.21415
45.48302,9.16947
45.45217,9.1836
45.47676,9.18529
45.4499,9.1904
45.48119,9.23613
45.48205,9.22881
45.50163,9.20972
45.48568,9.1344
45.48718,9.20047
45.47295,9.16837
45.4521,9.18227
45.4847,9.20624
45.45134,9.16904
45.44453,9.17677
45.45431,9.21087
45.48548,9.21587
45.47399,9.21301
45.4837,9.17321
45.44088,9.14585
45.44722,9.13728
45.4855,9.20599
45.46099,9.155
45.48749,9.15553
45.47038,9.18329
45.47887,9.21674
45.45458,9.22429
45.48611,9.20662
45.46788,9.1784
45.48921,9.14251
45.47704,9.14483
45.46241,9.27726
45.46603,9.18053
45.46241,9.27726
45.46808,9.16441
45.41738,9.26445
45.48401,9.19961
45.4843,9.20465
45.49297,9.15619
45.48481,9.20616
45.50022,9.14627
45.47777,9.14678
45.46241,9.27726
45.48624,9.20674
45.46241,9.27726
45.4903,9.19487
45.46815,9.17393
45.48445,9.2046
45.46241,9.27726
45.51618,9.18889
45.48534,9.20634
45.47886,9.20337
45.45211,9.24131
45.48369,9.18522
45.48428,9.20469
45.46241,9.27726
45.44569,9.16179
45.4864,9.21533
45.46191,9.15703
45.49529,9.18939
45.45712,9.17069
45.49559,9.16347
45.45101,9.19769
45.48637,9.20711
45.46241,9.27726
45.46749,9.21122
45.47165,9.14361
45.48217,9.20485
45.50254,9.19749
45.48366,9.18526
45.46926,9.19009
45.49815,9.09948
45.48023,9.17487
45.44887,9.2032
45.49189,9.21204
45.45075,9.20338
45.47837,9.1704
45.48155,9.1599
45.48573,9.20727
45.51922,9.21311
45.44368,9.18446
45.48484,9.20625
45.48404,9.20433
45.4677,9.15094
45.4844,9.15349
45.49673,9.14716
45.46353,9.16976
45.47651,9.19513
45.48475,9.20626
45.47317,9.22395
45.50067,9.14684
45.43207,9.1991
45.46967,9.22663
45.46962,9.19992
45.46437,9.16769
45.48683,9.2009
45.45898,9.18782
45.444,9.18249
45.45034,9.1514
45.48544,9.20707
45.48419,9.20047
45.48482,9.20643
45.44282,9.17184
45.44991,9.19561
45.48872,9.20018
45.48471,9.20619
45.4829,9.1437
45.48707,9.13127
45.50702,9.16797
45.48733,9.20085
45.4472,9.14373
45.47158,9.13928
45.47223,9.16703
45.4874,9.2036
45.49859,9.15307
45.45057,9.20256
45.48437,9.20453
45.48021,9.17099
45.48801,9.17189
45.48421,9.20449
45.47723,9.19189
45.46602,9.1887
45.43523,9.23616
45.48418,9.20449
45.46212,9.1354
45.47334,9.21874
45.4614,9.19122
45.44528,9.21337
45.41315,9.17518
45.46376,9.13846
45.47976,9.19136
45.47091,9.22966
45.47352,9.14952
45.44879,9.22077
45.4857,9.20728
45.48428,9.2045
45.48165,9.16766
45.48224,9.23937
45.48421,9.20471
45.46184,9.1893
45.48427,9.20471
45.4695,9.19986
45.46832,9.15217
45.48077,9.19376
45.47621,9.14431
45.47114,9.20171
45.43751,9.23287
45.48511,9.20721
45.49153,9.16194
45.48672,9.18585
45.48201,9.1592
45.49491,9.17298
45.49825,9.13401
45.45538,9.21412
45.46177,9.20458
45.49554,9.18143
45.45982,9.20273
45.46815,9.16077
45.46153,9.20227
45.50714,9.18583
45.45747,9.1509
45.46113,9.20681
45.46317,9.19936
45.48543,9.20709
45.46037,9.17516
45.46688,9.16964
45.48543,9.20708
45.48599,9.20765
45.47978,9.1913
45.48432,9.20456
45.47516,9.21795
45.50284,9.16085
45.45803,9.24231
45.4356,9.18586
45.45425,9.19503
45.46695,9.16821
45.48198,9.15607
45.48455,9.20604
45.48424,9.20452
45.48539,9.20702
45.48097,9.19095
45.44879,9.22077
45.43793,9.16595
45.46513,9.16822
45.47479,9.18175
45.51252,9.12709
45.48503,9.16925
45.48453,9.21878
45.46201,9.22417
45.48541,9.20623
45.48438,9.20465
45.48476,9.14325
45.46227,9.21865
45.47481,9.22117
45.46682,9.18368
45.44921,9.21171
45.47714,9.19995
45.48455,9.2048
45.47137,9.19218
45.45935,9.1905
45.48374,9.22652
45.45735,9.22054
45.47067,9.19234
45.46113,9.20231
45.48235,9.20497
45.43315,9.19792
45.46892,9.16562
45.49696,9.2111
45.48169,9.18942
45.4676,9.21979
45.49775,9.16753
45.45618,9.21919
45.47715,9.19395
45.46546,9.21975
45.4527,9.15518
45.48252,9.18619
45.47006,9.16529
45.46913,9.22311
45.43813,9.17508
45.45136,9.16143
45.48418,9.20679
45.4939,9.15574
45.45257,9.18873
45.48547,9.18995
45.48818,9.21201
45.46652,9.18107
45.46534,9.18225
45.46695,9.1683
45.46648,9.18909
45.47652,9.18844
45.48735,9.20369
45.46766,9.19447
45.46553,9.21609
45.49722,9.19761
45.46065,9.19137
45.46444,9.19802
45.45815,9.1339
45.48532,9.20653
45.4599,9.09941
45.44481,9.14627
45.45747,9.1509
45.4438,9.18168
45.45993,9.20274
45.49886,9.1038
45.46093,9.21279
45.49752,9.16813
45.46136,9.17983
45.4805,9.1185
45.46611,9.18223
45.48524,9.2067
45.48411,9.20469
45.44744,9.17854
45.45458,9.22429
45.48859,9.23435
45.44916,9.1888
45.46241,9.27726
45.43819,9.21977
45.46368,9.1672
45.44772,9.18328
45.46931,9.22198
45.48477,9.20542
45.48573,9.19897
45.49491,9.1409
45.476,9.19197
45.46995,9.14928
45.45034,9.1514
45.45128,9.1617
45.47091,9.20146
45.458,9.13371
45.46931,9.17134
45.44062,9.18508
45.46099,9.19874
45.48016,9.19577
45.47334,9.22684
45.49559,9.16347
45.43464,9.2413
45.4753,9.15653
45.4617,9.16118
45.47071,9.19758
45.46677,9.19812
45.50254,9.19749
45.46927,9.21093
45.44066,9.19968
45.46201,9.22417
45.46651,9.19541
45.44892,9.18655
45.4699,9.16132
45.4332,9.18064
45.47326,9.18742
45.45944,9.20607
45.49318,9.21456
45.48736,9.16139
45.48704,9.20308
45.49303,9.15701
45.47927,9.17494
45.4606,9.1519
45.47832,9.19813
45.4647,9.17824
45.47091,9.19504
45.49735,9.16466
45.44857,9.12427
45.47927,9.22956
45.45876,9.19085
45.47153,9.15985
45.46386,9.18515
45.44836,9.1903
45.47571,9.18944
45.45113,9.16553
45.40161,9.14651
45.47286,9.1869
45.48201,9.2212
45.48463,9.20596
45.45632,9.16216
45.48475,9.20605
45.51051,9.21068
45.47254,9.20307
45.44911,9.11924
45.46448,9.16011
45.49117,9.1924
45.45975,9.17749
45.44921,9.21171
45.50198,9.17558
45.49142,9.16176
45.46177,9.20458
45.47571,9.18944
45.49303,9.15701
45.4604,9.18403
45.45944,9.20607
45.45096,9.1595
45.46376,9.23334
45.48379,9.18025
45.46314,9.15252
45.46651,9.19541
45.47115,9.16556
45.48818,9.21201
45.50067,9.14684
45.44814,9.21603
45.48885,9.1547
45.46201,9.22417
45.4354,9.20073
45.43787,9.18291
45.48517,9.21576
45.49803,9.15053
45.4672,9.14855
45.45876,9.19085
45.45904,9.13306
45.43796,9.17808
45.47029,9.22898
45.47715,9.19395
45.4915,9.16191
45.47074,9.22464
45.49551,9.21611
45.48366,9.18526
45.49565,9.12929
45.43915,9.18013
45.47425,9.22922
45.46181,9.18167
45.49395,9.16541
45.43869,9.16481
45.48246,9.16876
45.44655,9.18732
45.46136,9.17983
45.43619,9.20605
45.49491,9.1409
45.4647,9.17824
45.44871,9.21365
45.48726,9.19854
45.46688,9.16964
45.476,9.19197
45.45975,9.17749
45.46892,9.16562
45.43315,9.19792
45.43364,9.17778
45.46448,9.16011
45.50497,9.12539
45.51618,9.18889
45.49836,9.14137
45.48394,9.18024
45.47326,9.18742
45.48397,9.18009
45.4714,9.16344
45.46098,9.22786
45.49277,9.15929
45.51838,9.22649
45.46022,9.14167
45.50147,9.17804
45.46736,9.22583
45.49892,9.23787
45.45124,9.16897
45.46641,9.22378
45.4594,9.21759
45.44895,9.13094
45.48857,9.15469
45.46386,9.18515
45.46192,9.14302
45.46287,9.16488
45.48677,9.23638
45.48712,9.15252
45.49202,9.15065
45.48736,9.16139
45.45117,9.16897
45.47317,9.22395
45.47801,9.14105
45.48109,9.22629
45.43377,9.17876
45.48475,9.20626
45.49867,9.153
45.44715,9.14544
45.47482,9.24804
45.44481,9.14627
45.47678,9.22367
45.49143,9.15698
45.45103,9.15931
45.47927,9.22956
45.44772,9.18328
45.46277,9.13889
45.46113,9.20231
45.45815,9.1339
45.49693,9.22485
45.48169,9.18942
45.45954,9.21177
45.47307,9.22389
45.48235,9.20497
45.46314,9.13336
45.48217,9.20485
45.43513,9.19821
45.47334,9.22684
45.45747,9.1509
45.4635,9.22162
45.46241,9.27726
45.47267,9.22855
45.44135,9.22125
45.49752,9.16813
45.45715,9.21938
45.43855,9.1531
45.43926,9.18669
45.46931,9.13723
45.45572,9.24897
45.44892,9.18655
45.48735,9.20369
45.4699,9.16132
45.46513,9.16822
45.49897,9.14616
45.48432,9.20456
45.48628,9.15887
45.48704,9.20308
45.46791,9.2201
45.48528,9.21573
45.48463,9.20596
45.48511,9.21566
45.48497,9.16915
45.46677,9.19812
45.45016,9.2414
45.4852,9.16894
45.48051,9.19083
45.48235,9.18765
45.47091,9.20146
45.47479,9.18175
45.49546,9.1812
45.50593,9.16102
45.46294,9.17179
45.49578,9.21653
45.45598,9.21989
45.44709,9.18707
45.4339,9.17972
45.50762,9.2007
45.44338,9.1801
45.46072,9.22634
45.47652,9.18844
45.458,9.13371
45.44711,9.2162
45.44348,9.12663
45.49326,9.16245
45.52087,9.21523
45.4457,9.16487
45.4472,9.14373
45.48437,9.20453
45.49775,9.16753
45.48495,9.16877
45.46652,9.18107
45.4438,9.18168
45.48049,9.19087
45.46682,9.18368
45.46808,9.16441
45.49485,9.13438
45.4607,9.14266
45.47332,9.13919
45.48529,9.16895
45.46241,9.27726
45.46371,9.16414
45.49317,9.15909
45.48521,9.21566
45.48401,9.19961
45.43906,9.1724
45.50118,9.13517
45.47006,9.16529
45.49228,9.14895
45.46815,9.16077
45.43692,9.21528
45.44061,9.22036
45.49189,9.22979
45.44666,9.18737
45.49859,9.15307
45.46176,9.19346
45.4676,9.21979
45.46437,9.16769
45.48573,9.19897
45.44062,9.18508
45.48683,9.2009
45.43833,9.18544
45.46788,9.1784
45.47315,9.15969
45.43444,9.19752
45.48369,9.18522
45.444,9.18249
45.44547,9.16196
45.49017,9.17232
45.451,9.1598
45.49977,9.22
45.48419,9.20047
45.46241,9.27726
45.43207,9.1991
45.49153,9.16194
45.49559,9.16347
45.47091,9.23175
45.49784,9.19156
45.46766,9.19447
45.43819,9.21977
45.47777,9.14678
45.50296,9.16155
45.48438,9.20465
45.48548,9.21587
45.4753,9.15653
45.44614,9.16026
45.48906,9.15962
45.49541,9.1812
45.44397,9.15503
45.40417,9.13119
45.43603,9.18544
45.48536,9.16875
45.50019,9.22583
45.45993,9.20274
45.49704,9.21146
45.46066,9.22864
45.492,9.15849
45.48224,9.23937
45.45618,9.21919
45.47153,9.15985
45.5097,9.2301
45.46546,9.21975
45.44595,9.24139
45.43716,9.16143
45.4481,9.12741
45.48521,9.21575
45.47091,9.19504
45.48573,9.20727
45.47316,9.15651
45.46695,9.16821
45.48404,9.20433
45.45587,9.22064
45.45982,9.20273
45.48478,9.21103
45.48172,9.25132
45.48428,9.2045
45.43464,9.2413
45.5043,9.21185
45.4671,9.13965
45.49585,9.21614
45.46967,9.22663
45.44433,9.1535
45.46241,9.27726
45.46323,9.22155
45.4892,9.15953
45.46241,9.27726
45.50485,9.22903
45.45743,9.1483
45.46328,9.13492
45.50401,9.14723
45.48716,9.216
45.48558,9.16864
45.42533,9.17671
45.44524,9.18388
45.49761,9.23965
45.50031,9.18312
45.49589,9.21725
45.48859,9.23435
45.4786,9.13453
45.49462,9.22986
45.45735,9.22054
45.48607,9.20659
45.50626,9.17508
45.48487,9.19616
45.45591,9.22088
45.47254,9.19259
45.51353,9.2223
45.48421,9.20449
45.48517,9.21574
45.4876,9.20228
45.49068,9.23261
45.48888,9.24181
45.49318,9.21456
45.45597,9.22097
45.48585,9.20737
45.48583,9.20733
45.48524,9.2067
45.44569,9.16179
45.4599,9.09941
45.48016,9.19577
45.48424,9.20452
45.48481,9.20616
45.49196,9.15804
45.48531,9.16886
45.46212,9.1354
45.48534,9.20634
45.48532,9.20653
45.49153,9.15743
45.43732,9.15671
45.53243,9.23088
45.48967,9.15923
45.46241,9.27726
45.50408,9.09718
45.47978,9.1913
45.50644,9.10013
45.49554,9.18143
45.51912,9.17298
45.46241,9.27726
45.48496,9.20656
45.46241,9.27726
45.44106,9.15928
45.48484,9.20625
45.43966,9.22525
45.46241,9.27726
45.44356,9.224
45.43198,9.17768
45.47726,9.14528
45.46534,9.18225
45.50371,9.24559
45.47719,9.14533
45.4614,9.19122
45.46241,9.27726
45.47226,9.15557
45.47314,9.15595
45.4381,9.21969
45.44829,9.18877
45.50695,9.18691
45.48482,9.20643
45.51922,9.21311
45.4829,9.1437
45.48476,9.14325
45.5059,9.22728
45.47823,9.10187
45.4939,9.15574
45.44428,9.14022
45.42307,9.16752
45.50636,9.10018
45.46241,9.27726
45.43893,9.17477
45.43318,9.17768
45.43931,9.17521
45.43996,9.12867
45.46328,9.13424
45.49464,9.22197
45.41518,9.20748
45.46648,9.18909
45.45053,9.18732
45.47234,9.16018
45.4722,9.12674
45.47299,9.12678
45.43966,9.14558
45.48403,9.14261
45.48417,9.14051
45.48126,9.11879
45.48921,9.14251
45.48513,9.20217
45.4577,9.22421
45.44264,9.2239
45.41315,9.17518
45.48707,9.13127
45.48541,9.20623
45.48418,9.20449
45.47806,9.18268
45.47797,9.22388
45.46732,9.23433
45.47673,9.2301
45.4407,9.17134
45.48099,9.19099
45.43978,9.18173
45.47623,9.20185
45.47074,9.21162
45.48121,9.18484
45.50829,9.17335
45.44632,9.1562
45.46926,9.21329
45.46926,9.17606
45.47847,9.22252
45.5014,9.1823
45.47886,9.20337
45.45632,9.16216
45.4669,9.17256
45.46628,9.17019
45.48728,9.20764
45.48533,9.20648
45.46413,9.2188
45.44865,9.19717
45.47095,9.20167
45.44036,9.19444
45.45753,9.22049
45.47158,9.1576
45.46177,9.20458
45.43793,9.17674
45.46515,9.19824
45.43964,9.18611
45.46761,9.16015
45.46497,9.203
45.4713,9.14747
45.43523,9.23617
45.46001,9.17759
45.46461,9.22145
45.46587,9.1933
45.45228,9.18695
45.44406,9.17131
45.4417,9.14895
45.45268,9.19639
45.47715,9.19395
45.48419,9.20682
45.47296,9.18831
45.47192,9.22364
45.45755,9.1588
45.47508,9.12661
45.466,9.18799
45.45692,9.18447
45.43918,9.18182
45.49155,9.1833
45.46721,9.19242
45.4999,9.13651
45.47076,9.12689
45.46019,9.16102
45.47074,9.22464
45.44743,9.21327
45.43321,9.18161
45.49564,9.20125
45.49395,9.16541
45.51747,9.18853
45.45685,9.18437
45.48085,9.18536
45.47724,9.14602
45.50053,9.1107
45.44812,9.18761
45.47063,9.20381
45.46453,9.16794
45.46349,9.16992
45.47017,9.20061
45.46098,9.17579
45.46296,9.165
45.48455,9.20604
45.46191,9.2095
45.47084,9.21795
45.44972,9.16543
45.47502,9.19682
45.51017,9.21081
45.48394,9.18024
45.4858,9.16779
45.44494,9.14622
45.44587,9.17275
45.44929,9.18914
45.47254,9.20307
45.4967,9.12722
45.47433,9.18709
45.46296,9.22152
45.44066,9.19968
45.47483,9.14446
45.48793,9.15981
45.50659,9.17442
45.48461,9.19793
45.48502,9.19475
45.46595,9.16193
45.46816,9.17376
45.45445,9.16478
45.49073,9.20293
45.47671,9.22555
45.48476,9.20628
45.45685,9.18437
45.4818,9.20182
45.47482,9.1601
45.46431,9.22376
45.46333,9.15489
45.47154,9.12608
45.46419,9.20885
45.49855,9.13024
45.48329,9.1982
45.49814,9.13396
45.47543,9.15785
45.46233,9.16742
45.48818,9.21201
45.46871,9.17236
45.45383,9.16378
45.46764,9.17896
45.44852,9.18641
45.44986,9.19569
45.48517,9.21897
45.48902,9.21757
45.48458,9.20619
45.44288,9.20125
45.48425,9.20443
45.44439,9.1497
45.48852,9.19521
45.49495,9.21587
45.47811,9.14656
45.44837,9.18992
45.44249,9.15611
45.47721,9.18864
45.47932,9.18636
45.46858,9.15882
45.46645,9.21134
45.47886,9.20337
45.46092,9.21116
45.49003,9.19015
45.48037,9.19615
45.44887,9.24755
45.48945,9.19452
45.48235,9.20497
45.45523,9.16235
45.46047,9.1781
45.43662,9.20668
45.47689,9.23398
45.44972,9.16594
45.43924,9.19283
45.47223,9.22352
45.46574,9.15502
45.46083,9.16021
45.44338,9.1801
45.4714,9.16344
45.46497,9.203
45.46786,9.18743
45.5108,9.2067
45.449,9.21711
45.44825,9.22237
45.46,9.15311
45.4526,9.1655
45.49312,9.18212
45.48704,9.21022
45.48511,9.21566
45.48703,9.1654
45.47198,9.18335
45.50121,9.16081
45.46928,9.17777
45.45373,9.16378
45.47652,9.18844
45.47771,9.18264
45.45292,9.16425
45.45561,9.23127
45.45221,9.18222
45.46694,9.15518
45.46977,9.20006
45.4813,9.19154
45.43963,9.2056
45.48497,9.16915
45.46554,9.21384
45.48302,9.15775
45.48959,9.19458
45.50005,9.16214
45.48237,9.18755
45.44804,9.20484
45.47296,9.18831
45.50048,9.18781
45.48143,9.17032
45.46785,9.16077
45.40172,9.14651
45.47385,9.16398
45.48184,9.20397
45.46277,9.13889
45.43546,9.23712
45.47086,9.15587
45.49011,9.15501
45.49174,9.18981
45.45308,9.16421
45.48942,9.2143
45.49228,9.14895
45.47898,9.14538
45.46427,9.1833
45.45294,9.18431
45.44048,9.14747
45.47284,9.20445
45.4631,9.19642
45.48109,9.22629
45.46539,9.21289
45.46669,9.18334
45.49133,9.18803
45.48235,9.20497
45.47139,9.22315
45.45026,9.21448
45.45654,9.17739
45.41637,9.26418
45.49492,9.18365
45.45092,9.16867
45.47657,9.19463
45.46071,9.15472
45.48674,9.23002
45.43523,9.23617
45.4664,9.18103
45.44825,9.18898
45.47242,9.19267
45.45275,9.18606
45.4731,9.1892
45.48878,9.21052
45.49044,9.20337
45.43933,9.21215
45.46241,9.27726
45.46574,9.15502
45.48735,9.20369
45.44809,9.20915
45.49897,9.14616
45.47067,9.14767
45.48495,9.16877
45.50002,9.21195
45.49907,9.18167
45.45308,9.15943
45.47843,9.18783
45.46816,9.17376
45.45364,9.18984
45.4665,9.17511
45.45126,9.16122
45.46564,9.18806
45.47682,9.20063
45.47292,9.1594
45.49567,9.14338
45.50048,9.18781
45.46766,9.19447
45.48562,9.20605
45.47528,9.18615
45.45997,9.16627
45.4537,9.18982
45.46645,9.21134
45.47192,9.22364
45.46589,9.18804
45.45848,9.18303
45.46248,9.20261
45.46403,9.20323
45.48164,9.1885
45.46799,9.14779
45.48556,9.2095
45.48684,9.15492
45.4455,9.17475
45.46696,9.16836
45.46253,9.19705
45.47624,9.14411
45.43603,9.18544
45.46595,9.16193
45.44541,9.17441
45.46084,9.1969
45.49326,9.16245
45.45378,9.16377
45.44458,9.16744
45.48511,9.21553
45.46412,9.22064
45.43478,9.21983
45.44389,9.15194
45.48457,9.20589
45.50128,9.1465
45.48274,9.18093
45.46136,9.17493
45.49029,9.15148
45.47666,9.14423
45.47157,9.1831
45.45806,9.20141
45.46414,9.17378
45.46686,9.15217
45.45989,9.15459
45.46461,9.15855
45.46177,9.19339
45.45322,9.16414
45.47724,9.18855
45.48495,9.16877
45.46166,9.18163
45.47266,9.20057
45.46,9.15311
45.47255,9.14857
45.47086,9.15587
45.46669,9.17242
45.46481,9.16202
45.44115,9.1727
45.49026,9.18786
45.45373,9.16378
45.44027,9.22341
45.46285,9.20732
45.46453,9.20504
45.49538,9.22111
45.4702,9.20274
45.46044,9.17171
45.45908,9.13307
45.4611,9.20349
45.49527,9.17699
45.45396,9.16339
45.47274,9.15229
45.47366,9.19491
45.4603,9.20593
45.46655,9.18301
45.47538,9.18548
45.45769,9.16855
45.4825,9.14423
45.46047,9.1781
45.46935,9.17777
45.49312,9.18212
45.44449,9.2045
45.44336,9.22108
45.44807,9.20429
45.48197,9.23212
45.44734,9.20069
45.46653,9.20459
45.45779,9.17642
45.44804,9.20484
45.44767,9.16747
45.45076,9.21202
45.49784,9.19156
45.48274,9.18093
45.48402,9.20424
45.49058,9.20332
45.43802,9.19289
45.46065,9.22492
45.47626,9.14412
45.46326,9.16579
45.46923,9.13806
45.49559,9.16347
45.47539,9.18716
45.45294,9.18431
45.44448,9.16584
45.46885,9.17841
45.46094,9.21088
45.46774,9.17849
45.48374,9.1848
45.48852,9.2019
45.47296,9.18831
45.46144,9.17481
45.46262,9.1638
45.46046,9.14409
45.43419,9.24278
45.48288,9.18993
45.44989,9.15077
45.4955,9.14466
45.49155,9.16656
45.44653,9.15049
45.46982,9.16359
45.46159,9.15079
45.4534,9.15936
45.48107,9.20668
45.47791,9.21938
45.48087,9.18526
45.50048,9.18781
45.48917,9.1849
45.4647,9.20735
45.47093,9.20165
45.43924,9.18665
45.44809,9.20915
45.4467,9.17278
45.45966,9.16079
45.47142,9.15778
45.478,9.19403
45.47312,9.19608
45.4463,9.21401
45.47802,9.16773
45.45006,9.17244
45.46761,9.19432
45.44115,9.1727
45.45753,9.22049
45.46993,9.16197
45.45512,9.15443
45.46398,9.16837
45.46026,9.1711
45.45461,9.19
45.44968,9.17317
45.45876,9.21008
45.47157,9.16833
45.47718,9.19403
45.46315,9.19632
45.47213,9.1581
45.46776,9.22707
45.49022,9.18304
45.45979,9.17992
45.45793,9.21024
45.45796,9.16973
45.47065,9.20493
45.46192,9.14302
45.46528,9.18858
45.45284,9.16778
45.48879,9.1715
45.48455,9.20604
45.48359,9.20426
45.45644,9.17328
45.46157,9.17476
45.44634,9.15272
45.49915,9.21104
45.45756,9.18401
45.46092,9.16318
45.46916,9.18703
45.48775,9.21065
45.46107,9.15212
45.44274,9.2094
45.49074,9.18905
45.4673,9.17565
45.46407,9.20736
45.46315,9.18246
45.47141,9.21019
45.47694,9.21276
45.45367,9.20363
45.46461,9.22145
45.47313,9.18932
45.47538,9.18548
45.50062,9.22519
45.51251,9.21279
45.48284,9.19987
45.47601,9.19387
45.48271,9.21329
45.47046,9.20312
45.49785,9.13118
45.46285,9.20732
45.46912,9.21477
45.47423,9.20656
45.44302,9.21247
45.46159,9.15079
45.48847,9.13842
45.43607,9.1855
45.46966,9.20295
45.48517,9.21574
45.489,9.22894
45.46833,9.16274
45.46659,9.21025
45.45735,9.22054
45.47254,9.20307
45.472,9.16634
45.48478,9.21103
45.4604,9.20768
45.44922,9.18212
45.46075,9.20827
45.4794,9.17501
45.48425,9.20443
45.48229,9.16863
45.46166,9.19248
45.50626,9.17508
45.49694,9.21211
45.49878,9.12946
45.4584,9.18775
45.44323,9.16491
45.48423,9.16358
45.46241,9.27726
45.46668,9.16787
45.46893,9.19661
45.45701,9.18737
45.45351,9.15927
45.48201,9.1474
45.48374,9.20658
45.47474,9.18679
45.45173,9.15626
45.45591,9.22088
45.46881,9.19648
45.5005,9.16155
45.48086,9.22521
45.46897,9.18456
45.47917,9.20784
45.47274,9.20334
45.49955,9.20553
45.47666,9.16574
45.46503,9.17454
45.46317,9.18242
45.44479,9.17924
45.44258,9.19804
45.47031,9.18343
45.50137,9.18526
45.47796,9.20008
45.49086,9.18694
45.46412,9.22064
45.49242,9.14826
45.46661,9.13706
45.45612,9.20879
45.46902,9.18482
45.48402,9.20424
45.47671,9.21093
45.46943,9.17213
45.43839,9.1845
45.43646,9.19667
45.48562,9.20605
45.47874,9.18456
45.46728,9.21475
45.48619,9.19484
45.46669,9.17242
45.47826,9.23426
45.43876,9.19611
45.47021,9.1826
45.4383,9.2059
45.45796,9.16973
45.47097,9.23563
45.48768,9.17097
45.46274,9.20444
45.50022,9.2118
45.45862,9.16734
45.44939,9.18848
45.4578,9.19905
45.45031,9.22084
45.45575,9.20455
45.48451,9.20573
45.49571,9.18788
45.4755,9.15894
45.44659,9.15051
45.44676,9.15901
45.47441,9.19497
45.46322,9.17945
45.46503,9.20596
45.43758,9.19991
45.45621,9.20891
45.45815,9.18567
45.47796,9.20008
45.47819,9.14808
45.4831,9.18314
45.47396,9.20806
45.47255,9.19267
45.45301,9.16057
45.47514,9.18685
45.4782,9.22386
45.48036,9.22222
45.4581,9.20831
45.4947,9.18843
45.48517,9.19788
45.4607,9.22576
45.45631,9.21571
45.46088,9.19322
45.45922,9.1604
45.46968,9.20291
45.48086,9.22521
45.48435,9.1437
45.45365,9.17224
45.47891,9.17447
45.46941,9.17767
45.4769,9.22715
45.47183,9.16807
45.47259,9.19268
